,start_destination,end_destination,start_date,price,num_stops,airline_names,stop_cities,journey_duration,dep_time,dep_meridiem,arrival_time,arrival_meridiem
789,MUC,SYD,2023-09-09,407,1 stop,"Lufthansa, Air Caraïbes",ORY,17h 50m,7:30,am,7:20,pm
790,MUC,SYD,2023-09-09,612,1 stop,Delta,ATL,16h 10m,10:25,am,8:35,pm
791,MUC,SYD,2023-09-09,628,1 stop,LOT,WAW,16h 35m,7:00,am,5:35,pm
792,MUC,SYD,2023-09-09,394,1 stop,"Lufthansa, Air Caraïbes",CDG-ORY,18h 35m,6:45,am,7:20,pm
793,MUC,SYD,2023-09-09,615,1 stop,Delta,CDG,16h 50m,7:15,am,6:05,pm
794,MUC,SYD,2023-09-09,617,1 stop,Air France,CDG,16h 50m,7:15,am,6:05,pm
795,MUC,SYD,2023-09-09,615,1 stop,Delta,CDG,17h 05m,9:55,am,9:00,pm
796,MUC,SYD,2023-09-09,617,1 stop,Air France,CDG,17h 05m,9:55,am,9:00,pm
797,MUC,SYD,2023-09-09,619,2 stops,Delta,"AMS, JFK",17h 11m,11:50,am,11:01,pm
798,MUC,SYD,2023-09-09,721,2 stops,Delta,"AMS, CDG",15h 10m,11:50,am,9:00,pm
799,MUC,SYD,2023-09-09,718,1 stop,Turkish Airlines,IST,16h 35m,7:25,pm,6:00,am
800,MUC,SYD,2023-09-09,612,1 stop,Delta,ATL,18h 18m,10:25,am,10:43,pm
801,MUC,SYD,2023-09-09,621,2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
802,MUC,SYD,2023-09-09,414,1 stop,"Lufthansa, French Bee",ORY,17h 50m,7:30,am,7:20,pm
803,MUC,SYD,2023-09-09,706,2 stops,Delta,"AMS, ATL",16h 35m,2:05,pm,12:40,am
804,MUC,SYD,2023-09-09,401,1 stop,"Lufthansa, French Bee",CDG-ORY,18h 35m,6:45,am,7:20,pm
805,MUC,SYD,2023-09-09,703,2 stops,Delta,"AMS, DTW",17h 15m,7:00,am,6:15,pm
806,MUC,SYD,2023-09-09,708,2 stops,Delta,"CDG, ATL",17h 20m,7:15,am,6:35,pm
807,MUC,SYD,2023-09-09,615,1 stop,Delta,CDG,19h 45m,7:15,am,9:00,pm
808,MUC,SYD,2023-09-09,617,1 stop,Air France,CDG,19h 45m,7:15,am,9:00,pm
809,MUC,SYD,2023-09-09,721,2 stops,Delta,"AMS, CDG",17h 05m,7:00,am,6:05,pm
810,MUC,SYD,2023-09-09,721,2 stops,Delta,"AMS, CDG",17h 05m,7:00,am,6:05,pm
811,MUC,SYD,2023-09-09,468,1 stop,TAP AIR PORTUGAL,LIS,24h 40m,8:00,pm,2:40,pm
812,MUC,SYD,2023-09-09,627,2 stops,Air France,"CDG, JFK",19h 06m,9:55,am,11:01,pm
813,MUC,SYD,2023-09-09,612,1 stop,Delta,ATL,20h 15m,10:25,am,12:40,am
814,MUC,SYD,2023-09-09,616,2 stops,Delta,"AMS, MSP",19h 40m,9:25,am,11:05,pm
815,MUC,SYD,2023-09-09,619,2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
816,MUC,SYD,2023-09-09,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
817,MUC,SYD,2023-09-09,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
818,MUC,SYD,2023-09-09,518,2 stops,"TAP AIR PORTUGAL, Air Caraïbes","LIS, ORY",19h 15m,6:05,am,7:20,pm
819,MUC,SYD,2023-09-09,706,2 stops,Delta,"AMS, ATL",18h 50m,11:50,am,12:40,am
820,MUC,SYD,2023-09-09,708,2 stops,Delta,"CDG, ATL",18h 48m,9:55,am,10:43,pm
821,MUC,SYD,2023-09-09,710,1 stop,"Lufthansa, TAP AIR PORTUGAL",LIS,14h 35m,6:05,am,2:40,pm
822,MUC,SYD,2023-09-09,742,2 stops,Air France,"CDG, DTW",17h 00m,7:15,am,6:15,pm
823,MUC,SYD,2023-09-09,708,2 stops,Delta,"CDG, JFK",19h 06m,9:55,am,11:01,pm
824,MUC,SYD,2023-09-09,708,2 stops,Delta,"CDG, ATL",19h 20m,7:15,am,8:35,pm
825,MUC,SYD,2023-09-09,703,2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
826,MUC,SYD,2023-09-09,626,2 stops,Air France,"CDG, JFK",21h 46m,7:15,am,11:01,pm
827,MUC,SYD,2023-09-09,823,2 stops,Delta,"CDG, DTW",17h 00m,7:15,am,6:15,pm
828,MUC,SYD,2023-09-09,627,2 stops,Air France,"CDG, JFK",21h 46m,7:15,am,11:01,pm
829,MUC,SYD,2023-09-09,627,2 stops,Air France,"CDG, JFK",21h 46m,7:15,am,11:01,pm
830,MUC,SYD,2023-09-09,819,2 stops,Delta,"AMS, ATL",17h 10m,9:25,am,8:35,pm
831,MUC,SYD,2023-09-09,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
832,MUC,SYD,2023-09-09,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
833,MUC,SYD,2023-09-09,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
834,MUC,SYD,2023-09-09,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
835,MUC,SYD,2023-09-09,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
836,MUC,SYD,2023-09-09,708,2 stops,Delta,"CDG, ATL",20h 45m,9:55,am,12:40,am
837,MUC,SYD,2023-09-09,708,2 stops,Delta,"CDG, ATL",20h 45m,9:55,am,12:40,am
838,MUC,SYD,2023-09-09,819,2 stops,Delta,"AMS, ATL",17h 35m,7:00,am,6:35,pm
839,MUC,SYD,2023-09-09,598,2 stops,Multiple Airlines,"LIS, ORY",19h 15m,6:05,am,7:20,pm
840,MUC,SYD,2023-09-09,823,2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
841,MUC,SYD,2023-09-09,706,2 stops,Delta,"AMS, ATL",21h 15m,9:25,am,12:40,am
842,MUC,SYD,2023-09-09,819,2 stops,Delta,"AMS, JFK",17h 58m,7:00,am,6:58,pm
843,MUC,SYD,2023-09-09,579,1 stop,TAP AIR PORTUGAL,LIS,25h 10m,7:30,pm,2:40,pm
844,MUC,SYD,2023-09-09,837,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
845,MUC,SYD,2023-09-09,720,2 stops,Multiple Airlines,"FRA, JFK",17h 33m,9:00,am,8:33,pm
846,MUC,SYD,2023-09-09,526,2 stops,"TAP AIR PORTUGAL, French Bee","LIS, ORY",19h 15m,6:05,am,7:20,pm
847,MUC,SYD,2023-09-09,822,2 stops,Delta,"CDG, BOS",18h 07m,7:15,am,7:22,pm
848,MUC,SYD,2023-09-09,708,2 stops,Delta,"CDG, ATL",21h 28m,7:15,am,10:43,pm
849,MUC,SYD,2023-09-09,708,2 stops,Delta,"CDG, ATL",21h 28m,7:15,am,10:43,pm
850,MUC,SYD,2023-09-09,819,2 stops,Delta,"AMS, BOS",18h 22m,7:00,am,7:22,pm
851,MUC,SYD,2023-09-09,707,2 stops,Delta,"CDG, JFK",21h 46m,7:15,am,11:01,pm
852,MUC,SYD,2023-09-09,703,2 stops,Delta,"AMS, JFK",22h 01m,7:00,am,11:01,pm
853,MUC,SYD,2023-09-09,720,2 stops,Multiple Airlines,"FRA, JFK",18h 33m,8:00,am,8:33,pm
854,MUC,SYD,2023-09-09,823,2 stops,Delta,"CDG, JFK",19h 06m,9:55,am,11:01,pm
855,MUC,SYD,2023-09-09,819,2 stops,Delta,"AMS, ATL",19h 18m,9:25,am,10:43,pm
856,MUC,SYD,2023-09-09,819,2 stops,Delta,"AMS, ATL",19h 35m,7:00,am,8:35,pm
857,MUC,SYD,2023-09-09,819,2 stops,Delta,"AMS, ATL",19h 35m,7:00,am,8:35,pm
858,MUC,SYD,2023-09-09,822,2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
859,MUC,SYD,2023-09-09,892,1 stop,Turkish Airlines,IST,18h 10m,7:15,am,7:25,pm
860,MUC,SYD,2023-09-09,1087,1 stop,Lufthansa,FRA,12h 45m,8:00,am,2:45,pm
861,MUC,SYD,2023-09-09,841,2 stops,"LOT, JetBlue","WAW, JFK",19h 30m,9:55,am,11:25,pm
862,MUC,SYD,2023-09-09,473,1 stop,TAP AIR PORTUGAL,LIS,31h 05m,1:35,pm,2:40,pm
863,MUC,SYD,2023-09-09,865,2 stops,"LOT, JetBlue","KRK, EWR",18h 21m,11:20,am,11:41,pm
864,MUC,SYD,2023-09-09,608,2 stops,Multiple Airlines,"LIS, ORY",19h 15m,6:05,am,7:20,pm
865,MUC,SYD,2023-09-09,505,2 stops,"Air Europa, TAP AIR PORTUGAL","MAD, LIS",25h 35m,7:05,pm,2:40,pm
866,MUC,SYD,2023-09-09,823,2 stops,Delta,"CDG, ATL",20h 45m,9:55,am,12:40,am
867,MUC,SYD,2023-09-09,1087,1 stop,Lufthansa,FRA,13h 45m,7:00,am,2:45,pm
868,MUC,SYD,2023-09-09,720,2 stops,Multiple Airlines,"FRA, JFK",20h 25m,9:00,am,11:25,pm
869,MUC,SYD,2023-09-09,819,2 stops,Delta,"AMS, ATL",21h 15m,9:25,am,12:40,am
870,MUC,SYD,2023-09-09,506,2 stops,"Vueling, TAP AIR PORTUGAL","BCN, LIS",23h 45m,8:55,pm,2:40,pm
871,MUC,SYD,2023-09-09,819,2 stops,Delta,"AMS, ATL",21h 43m,7:00,am,10:43,pm
872,MUC,SYD,2023-09-09,819,2 stops,Delta,"AMS, ATL",21h 43m,7:00,am,10:43,pm
873,MUC,SYD,2023-09-09,562,2 stops,"Lufthansa, TAP AIR PORTUGAL","LHR, LIS",24h 55m,7:45,pm,2:40,pm
874,MUC,SYD,2023-09-09,913,2 stops,"LOT, United Airlines","KRK, EWR",18h 17m,11:20,am,11:37,pm
875,MUC,SYD,2023-09-09,924,2 stops,Delta,"CDG, ATL",18h 48m,9:55,am,10:43,pm
876,MUC,SYD,2023-09-09,823,2 stops,Delta,"CDG, JFK",21h 46m,7:15,am,11:01,pm
877,MUC,SYD,2023-09-09,819,2 stops,Delta,"AMS, JFK",22h 01m,7:00,am,11:01,pm
878,MUC,SYD,2023-09-09,720,2 stops,Multiple Airlines,"FRA, JFK",21h 25m,8:00,am,11:25,pm
879,MUC,SYD,2023-09-09,920,2 stops,"LOT, United Airlines","WAW, JFK-EWR",19h 01m,9:55,am,10:56,pm
880,MUC,SYD,2023-09-09,544,3 stops,"Brussels Airlines, TAP AIR PORTUGAL","BRU, LHR, ...",25h 55m,6:45,pm,2:40,pm
881,MUC,SYD,2023-09-09,562,2 stops,"Lufthansa, TAP AIR PORTUGAL","LHR, LIS",26h 00m,6:40,pm,2:40,pm
882,MUC,SYD,2023-09-09,892,1 stop,Turkish Airlines,IST,21h 40m,2:20,pm,6:00,am
883,MUC,SYD,2023-09-09,733,2 stops,TAP AIR PORTUGAL,"OPO, LIS",23h 10m,9:30,pm,2:40,pm
884,MUC,SYD,2023-09-09,733,2 stops,TAP AIR PORTUGAL,"OPO, LIS",23h 10m,9:30,pm,2:40,pm
885,MUC,SYD,2023-09-09,920,2 stops,"LOT, United Airlines","WAW, JFK-EWR",19h 42m,9:55,am,11:37,pm
886,MUC,SYD,2023-09-09,612,1 stop,Delta,DTW,29h 55m,11:30,am,11:25,am
887,MUC,SYD,2023-09-10,529,1 stop,TAP AIR PORTUGAL,LIS,14h 35m,6:05,am,2:40,pm
888,MUC,SYD,2023-09-10,622,1 stop,Lufthansa,FRA,11h 45m,9:00,am,2:45,pm
889,MUC,SYD,2023-09-10,458,2 stops,"SWISS, Air Caraïbes","ZRH, CDG-ORY",28h 20m,9:00,pm,7:20,pm
890,MUC,SYD,2023-09-10,469,1 stop,TAP AIR PORTUGAL,LIS,14h 35m,6:05,am,2:40,pm
891,MUC,SYD,2023-09-10,612,1 stop,Delta,ATL,14h 10m,10:25,am,6:35,pm
892,MUC,SYD,2023-09-10,612,1 stop,Delta,ATL,16h 10m,10:25,am,8:35,pm
893,MUC,SYD,2023-09-10,617,1 stop,Air France,CDG,16h 50m,7:15,am,6:05,pm
894,MUC,SYD,2023-09-10,721,2 stops,Delta,"AMS, CDG",15h 10m,11:50,am,9:00,pm
895,MUC,SYD,2023-09-10,702,1 stop,Delta,CDG,16h 50m,7:15,am,6:05,pm
896,MUC,SYD,2023-09-10,619,2 stops,Delta,"AMS, JFK",17h 11m,11:50,am,11:01,pm
897,MUC,SYD,2023-09-10,706,2 stops,Delta,"AMS, ATL",16h 30m,2:10,pm,12:40,am
898,MUC,SYD,2023-09-10,612,1 stop,Delta,ATL,18h 18m,10:25,am,10:43,pm
899,MUC,SYD,2023-09-10,621,2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
900,MUC,SYD,2023-09-10,721,2 stops,Delta,"AMS, CDG",17h 05m,7:00,am,6:05,pm
901,MUC,SYD,2023-09-10,721,2 stops,Delta,"AMS, CDG",17h 05m,7:00,am,6:05,pm
902,MUC,SYD,2023-09-10,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
903,MUC,SYD,2023-09-10,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
904,MUC,SYD,2023-09-10,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
905,MUC,SYD,2023-09-10,615,1 stop,Delta,CDG,19h 45m,7:15,am,9:00,pm
906,MUC,SYD,2023-09-10,617,1 stop,Air France,CDG,19h 45m,7:15,am,9:00,pm
907,MUC,SYD,2023-09-10,612,1 stop,Delta,ATL,20h 15m,10:25,am,12:40,am
908,MUC,SYD,2023-09-10,739,1 stop,"Lufthansa, TAP AIR PORTUGAL",LIS,14h 35m,6:05,am,2:40,pm
909,MUC,SYD,2023-09-10,619,2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
910,MUC,SYD,2023-09-10,616,2 stops,Delta,"AMS, MSP",19h 40m,9:25,am,11:05,pm
911,MUC,SYD,2023-09-10,706,2 stops,Delta,"AMS, ATL",18h 50m,11:50,am,12:40,am
912,MUC,SYD,2023-09-10,1087,1 stop,Lufthansa,FRA,12h 45m,8:00,am,2:45,pm
913,MUC,SYD,2023-09-10,708,2 stops,Delta,"CDG, ATL",19h 20m,7:15,am,8:35,pm
914,MUC,SYD,2023-09-10,703,2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
915,MUC,SYD,2023-09-10,824,2 stops,Delta,"CDG, ATL",17h 20m,7:15,am,6:35,pm
916,MUC,SYD,2023-09-10,469,1 stop,TAP AIR PORTUGAL,LIS,24h 40m,8:00,pm,2:40,pm
917,MUC,SYD,2023-09-10,823,2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
918,MUC,SYD,2023-09-10,1087,1 stop,Lufthansa,FRA,13h 45m,7:00,am,2:45,pm
919,MUC,SYD,2023-09-10,844,2 stops,Air France,"CDG, DTW",17h 00m,7:15,am,6:15,pm
920,MUC,SYD,2023-09-10,482,2 stops,TAP AIR PORTUGAL,"OPO, LIS",23h 10m,9:30,pm,2:40,pm
921,MUC,SYD,2023-09-10,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
922,MUC,SYD,2023-09-10,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
923,MUC,SYD,2023-09-10,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
924,MUC,SYD,2023-09-10,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
925,MUC,SYD,2023-09-10,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
926,MUC,SYD,2023-09-10,720,2 stops,Multiple Airlines,"FRA, JFK",17h 33m,9:00,am,8:33,pm
927,MUC,SYD,2023-09-10,819,2 stops,Delta,"AMS, BOS",18h 22m,7:00,am,7:22,pm
928,MUC,SYD,2023-09-10,621,2 stops,Delta,"CDG, JFK",21h 46m,7:15,am,11:01,pm
929,MUC,SYD,2023-09-10,482,2 stops,TAP AIR PORTUGAL,"OPO, LIS",23h 10m,9:30,pm,2:40,pm
930,MUC,SYD,2023-09-10,892,1 stop,Turkish Airlines,IST,18h 10m,7:15,am,7:25,pm
931,MUC,SYD,2023-09-10,627,2 stops,Air France,"CDG, JFK",21h 46m,7:15,am,11:01,pm
932,MUC,SYD,2023-09-10,627,2 stops,Air France,"CDG, JFK",21h 46m,7:15,am,11:01,pm
933,MUC,SYD,2023-09-10,619,2 stops,Delta,"AMS, JFK",22h 01m,7:00,am,11:01,pm
934,MUC,SYD,2023-09-10,924,2 stops,Delta,"CDG, DTW",17h 00m,7:15,am,6:15,pm
935,MUC,SYD,2023-09-10,920,2 stops,Delta,"AMS, ATL",17h 10m,9:25,am,8:35,pm
936,MUC,SYD,2023-09-10,920,2 stops,Delta,"AMS, DTW",17h 15m,7:00,am,6:15,pm
937,MUC,SYD,2023-09-10,706,2 stops,Delta,"AMS, ATL",21h 15m,9:25,am,12:40,am
938,MUC,SYD,2023-09-10,720,2 stops,Multiple Airlines,"FRA, JFK",18h 33m,8:00,am,8:33,pm
939,MUC,SYD,2023-09-10,823,2 stops,Delta,"CDG, ATL",19h 20m,7:15,am,8:35,pm
940,MUC,SYD,2023-09-10,920,2 stops,Delta,"AMS, ATL",17h 35m,7:00,am,6:35,pm
941,MUC,SYD,2023-09-10,579,1 stop,TAP AIR PORTUGAL,LIS,25h 10m,7:30,pm,2:40,pm
942,MUC,SYD,2023-09-10,819,2 stops,Delta,"AMS, ATL",19h 35m,7:00,am,8:35,pm
943,MUC,SYD,2023-09-10,822,2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
944,MUC,SYD,2023-09-10,708,2 stops,Delta,"CDG, JFK",21h 46m,7:15,am,11:01,pm
945,MUC,SYD,2023-09-10,920,2 stops,Delta,"AMS, JFK",17h 58m,7:00,am,6:58,pm
946,MUC,SYD,2023-09-10,703,2 stops,Delta,"AMS, JFK",22h 01m,7:00,am,11:01,pm
947,MUC,SYD,2023-09-10,720,2 stops,Multiple Airlines,"FRA, JFK",20h 25m,9:00,am,11:25,pm
948,MUC,SYD,2023-09-10,1218,1 stop,KLM,ATL,14h 10m,10:25,am,6:35,pm
949,MUC,SYD,2023-09-10,920,2 stops,Delta,"AMS, ATL",19h 35m,7:00,am,8:35,pm
950,MUC,SYD,2023-09-10,824,2 stops,Delta,"CDG, ATL",21h 28m,7:15,am,10:43,pm
951,MUC,SYD,2023-09-10,824,2 stops,Delta,"CDG, ATL",21h 28m,7:15,am,10:43,pm
952,MUC,SYD,2023-09-10,822,2 stops,Delta,"AMS, JFK",22h 01m,7:00,am,11:01,pm
953,MUC,SYD,2023-09-10,819,2 stops,Delta,"AMS, MSP",22h 05m,7:00,am,11:05,pm
954,MUC,SYD,2023-09-10,720,2 stops,Multiple Airlines,"FRA, JFK",21h 25m,8:00,am,11:25,pm
955,MUC,SYD,2023-09-10,822,2 stops,Delta,"AMS, MSP",22h 05m,7:00,am,11:05,pm
956,MUC,SYD,2023-09-10,824,2 stops,"Icelandair, JetBlue","KEF, JFK",22h 27m,4:55,pm,9:22,am
957,MUC,SYD,2023-09-10,844,2 stops,Air France,"CDG, JFK",21h 46m,7:15,am,11:01,pm
958,MUC,SYD,2023-09-10,534,2 stops,"Lufthansa, TAP AIR PORTUGAL","LHR, LIS",23h 00m,9:40,pm,2:40,pm
959,MUC,SYD,2023-09-10,570,2 stops,"Aer Lingus, TAP AIR PORTUGAL","DUB, LIS",24h 05m,8:35,pm,2:40,pm
960,MUC,SYD,2023-09-10,534,2 stops,"Lufthansa, TAP AIR PORTUGAL","LHR, LIS",24h 55m,7:45,pm,2:40,pm
961,MUC,SYD,2023-09-10,628,1 stop,LOT,WAW,28h 00m,7:35,pm,5:35,pm
962,MUC,SYD,2023-09-10,1218,1 stop,KLM,ATL,16h 10m,10:25,am,8:35,pm
963,MUC,SYD,2023-09-10,924,2 stops,Delta,"CDG, ATL",21h 28m,7:15,am,10:43,pm
964,MUC,SYD,2023-09-10,920,2 stops,Delta,"AMS, ATL",21h 43m,7:00,am,10:43,pm
965,MUC,SYD,2023-09-10,924,2 stops,Delta,"CDG, JFK",21h 46m,7:15,am,11:01,pm
966,MUC,SYD,2023-09-10,924,2 stops,Delta,"CDG, JFK",21h 46m,7:15,am,11:01,pm
967,MUC,SYD,2023-09-10,518,2 stops,"Lufthansa, TAP AIR PORTUGAL","LHR, LIS",26h 00m,6:40,pm,2:40,pm
968,MUC,SYD,2023-09-10,1405,1 stop,Air Europa,MAD,14h 00m,10:45,am,6:45,pm
969,MUC,SYD,2023-09-10,497,2 stops,"easyJet, TAP AIR PORTUGAL","LGW-LHR, LIS",22h 45m,9:55,pm,2:40,pm
970,MUC,SYD,2023-09-10,622,2 stops,"Lufthansa, TAP AIR PORTUGAL","MXP, LIS",22h 25m,10:15,pm,2:40,pm
971,MUC,SYD,2023-09-10,538,2 stops,"Vueling, TAP AIR PORTUGAL","BCN, LIS",23h 45m,8:55,pm,2:40,pm
972,MUC,SYD,2023-09-10,672,2 stops,LOT,"KRK, WAW",25h 35m,10:00,pm,5:35,pm
973,MUC,SYD,2023-09-10,672,2 stops,LOT,"KRK, WAW",25h 35m,10:00,pm,5:35,pm
974,MUC,SYD,2023-09-10,672,2 stops,LOT,"KRK, WAW",25h 35m,10:00,pm,5:35,pm
975,MUC,SYD,2023-09-10,794,2 stops,Icelandair,"KEF, EWR",24h 55m,2:05,pm,9:00,am
976,MUC,SYD,2023-09-10,1225,2 stops,KLM,"AMS, ATL",16h 30m,2:10,pm,12:40,am
977,MUC,SYD,2023-09-10,475,1 stop,TAP AIR PORTUGAL,LIS,31h 05m,1:35,pm,2:40,pm
978,MUC,SYD,2023-09-10,636,2 stops,Air France,"CDG, DTW",27h 45m,8:30,pm,6:15,pm
979,MUC,SYD,2023-09-10,647,2 stops,"Lufthansa, TAP AIR PORTUGAL","DUS, LIS",24h 10m,8:30,pm,2:40,pm
980,MUC,SYD,2023-09-10,612,1 stop,Delta,ATL,28h 40m,10:25,am,9:05,am
981,MUC,SYD,2023-09-10,1470,1 stop,United Airlines,EWR,13h 40m,9:30,am,5:10,pm
982,MUC,SYD,2023-09-10,1221,2 stops,KLM,"AMS, ATL",17h 10m,9:25,am,8:35,pm
983,MUC,SYD,2023-09-10,1225,2 stops,KLM,"AMS, JFK",17h 11m,11:50,am,11:01,pm
984,MUC,SYD,2023-09-10,1457,1 stop,SWISS,ZRH,14h 10m,9:05,am,5:15,pm
985,MUC,SYD,2023-09-10,1221,2 stops,KLM,"AMS, DTW",17h 15m,7:00,am,6:15,pm
986,MUC,SYD,2023-09-10,550,3 stops,"SWISS, TAP AIR PORTUGAL","ZRH, BCN, ...",26h 00m,6:40,pm,2:40,pm
987,MUC,SYD,2023-09-10,1470,1 stop,United Airlines,IAD,14h 16m,12:20,pm,8:36,pm
988,MUC,SYD,2023-09-10,743,1 stop,Air France,CDG,27h 35m,8:30,pm,6:05,pm
989,MUC,SYD,2023-09-10,567,3 stops,"Brussels Airlines, TAP AIR PORTUGAL","BRU, LHR, ...",25h 55m,6:45,pm,2:40,pm
990,MUC,SYD,2023-09-10,1221,2 stops,KLM,"AMS, ATL",17h 35m,7:00,am,6:35,pm
991,MUC,SYD,2023-09-10,612,1 stop,Delta,DTW,29h 55m,11:30,am,11:25,am
992,MUC,SYD,2023-09-10,658,2 stops,"Lufthansa, TAP AIR PORTUGAL","DUS, LIS",23h 40m,9:00,pm,2:40,pm
993,MUC,SYD,2023-09-10,1221,2 stops,KLM,"AMS, JFK",17h 58m,7:00,am,6:58,pm
994,MUC,SYD,2023-09-11,470,1 stop,TAP AIR PORTUGAL,LIS,14h 35m,6:05,am,2:40,pm
995,MUC,SYD,2023-09-11,387,1 stop,"Lufthansa, French Bee",CDG-ORY,18h 35m,6:45,am,7:20,pm
996,MUC,SYD,2023-09-11,612,1 stop,Delta,ATL,14h 10m,10:25,am,6:35,pm
997,MUC,SYD,2023-09-11,612,1 stop,Delta,ATL,16h 10m,10:25,am,8:35,pm
998,MUC,SYD,2023-09-11,628,1 stop,LOT,WAW,16h 35m,7:00,am,5:35,pm
999,MUC,SYD,2023-09-11,618,1 stop,Air France,ATL,16h 10m,10:25,am,8:35,pm
1000,MUC,SYD,2023-09-11,518,1 stop,"Lufthansa, Air Caraïbes",CDG-ORY,15h 30m,9:50,am,7:20,pm
1001,MUC,SYD,2023-09-11,394,1 stop,"Lufthansa, Air Caraïbes",CDG-ORY,18h 35m,6:45,am,7:20,pm
1002,MUC,SYD,2023-09-11,733,1 stop,Air France,CDG,14h 10m,9:55,am,6:05,pm
1003,MUC,SYD,2023-09-11,615,1 stop,Delta,CDG,17h 05m,9:55,am,9:00,pm
1004,MUC,SYD,2023-09-11,617,1 stop,Air France,CDG,17h 05m,9:55,am,9:00,pm
1005,MUC,SYD,2023-09-11,619,2 stops,Delta,"AMS, ATL",16h 35m,2:05,pm,12:40,am
1006,MUC,SYD,2023-09-11,721,2 stops,Delta,"AMS, CDG",15h 10m,11:50,am,9:00,pm
1007,MUC,SYD,2023-09-11,619,2 stops,Delta,"AMS, JFK",17h 11m,11:50,am,11:01,pm
1008,MUC,SYD,2023-09-11,626,2 stops,Air France,"CDG, DTW",17h 00m,7:15,am,6:15,pm
1009,MUC,SYD,2023-09-11,612,1 stop,Delta,ATL,18h 18m,10:25,am,10:43,pm
1010,MUC,SYD,2023-09-11,818,1 stop,Delta,CDG,14h 10m,9:55,am,6:05,pm
1011,MUC,SYD,2023-09-11,489,1 stop,"Lufthansa, Air Caraïbes",ORY,17h 50m,7:30,am,7:20,pm
1012,MUC,SYD,2023-09-11,873,1 stop,Iberia,MAD,13h 30m,7:30,am,3:00,pm
1013,MUC,SYD,2023-09-11,526,1 stop,"Lufthansa, French Bee",CDG-ORY,15h 30m,9:50,am,7:20,pm
1014,MUC,SYD,2023-09-11,707,2 stops,Delta,"CDG, DTW",17h 00m,7:15,am,6:15,pm
1015,MUC,SYD,2023-09-11,703,2 stops,Delta,"AMS, ATL",17h 10m,9:25,am,8:35,pm
1016,MUC,SYD,2023-09-11,703,2 stops,Delta,"AMS, DTW",17h 15m,7:00,am,6:15,pm
1017,MUC,SYD,2023-09-11,619,2 stops,Delta,"AMS, ATL",18h 50m,11:50,am,12:40,am
1018,MUC,SYD,2023-09-11,708,2 stops,Delta,"CDG, ATL",17h 20m,7:15,am,6:35,pm
1019,MUC,SYD,2023-09-11,620,2 stops,Delta,"CDG, ATL",18h 48m,9:55,am,10:43,pm
1020,MUC,SYD,2023-09-11,703,2 stops,Delta,"AMS, ATL",17h 35m,7:00,am,6:35,pm
1021,MUC,SYD,2023-09-11,733,1 stop,Air France,CDG,16h 50m,7:15,am,6:05,pm
1022,MUC,SYD,2023-09-11,615,1 stop,Delta,CDG,19h 45m,7:15,am,9:00,pm
1023,MUC,SYD,2023-09-11,617,1 stop,Air France,CDG,19h 45m,7:15,am,9:00,pm
1024,MUC,SYD,2023-09-11,707,2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
1025,MUC,SYD,2023-09-11,708,2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
1026,MUC,SYD,2023-09-11,627,2 stops,Air France,"CDG, JFK",19h 06m,9:55,am,11:01,pm
1027,MUC,SYD,2023-09-11,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
1028,MUC,SYD,2023-09-11,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
