,start_destination,end_destination,start_date,price,num_stops,airline_names,stop_cities,journey_duration,dep_time,dep_meridiem,arrival_time,arrival_meridiem
0,MUC,SYD,2023-09-01,470,1 stop,TAP AIR PORTUGAL,LIS,14h 35m,6:05,am,2:40,pm
1,MUC,SYD,2023-09-01,420,1 stop,"Lufthansa, Air Caraïbes",CDG-ORY,18h 35m,6:45,am,7:20,pm
2,MUC,SYD,2023-09-01,643,1 stop,Lufthansa,FRA,11h 45m,9:00,am,2:45,pm
3,MUC,SYD,2023-09-01,612,1 stop,Delta,ATL,14h 10m,10:25,am,6:35,pm
4,MUC,SYD,2023-09-01,615,1 stop,Delta,CDG,14h 10m,9:55,am,6:05,pm
5,MUC,SYD,2023-09-01,617,1 stop,Air France,CDG,14h 10m,9:55,am,6:05,pm
6,MUC,SYD,2023-09-01,628,1 stop,LOT,WAW,16h 35m,7:00,am,5:35,pm
7,MUC,SYD,2023-09-01,612,1 stop,Delta,ATL,16h 10m,10:25,am,8:35,pm
8,MUC,SYD,2023-09-01,618,1 stop,Air France,ATL,16h 10m,10:25,am,8:35,pm
9,MUC,SYD,2023-09-01,615,1 stop,Delta,CDG,16h 50m,7:15,am,6:05,pm
10,MUC,SYD,2023-09-01,619,2 stops,Delta,"AMS, ATL",16h 35m,2:05,pm,12:40,am
11,MUC,SYD,2023-09-01,617,1 stop,Air France,CDG,16h 50m,7:15,am,6:05,pm
12,MUC,SYD,2023-09-01,615,1 stop,Delta,CDG,17h 05m,9:55,am,9:00,pm
13,MUC,SYD,2023-09-01,612,1 stop,Delta,ATL,18h 18m,10:25,am,10:43,pm
14,MUC,SYD,2023-09-01,617,1 stop,Air France,CDG,17h 05m,9:55,am,9:00,pm
15,MUC,SYD,2023-09-01,803,1 stop,Air Europa,MAD,14h 00m,10:45,am,6:45,pm
16,MUC,SYD,2023-09-01,721,2 stops,Delta,"AMS, CDG",15h 10m,11:50,am,9:00,pm
17,MUC,SYD,2023-09-01,615,1 stop,Delta,CDG,19h 45m,7:15,am,9:00,pm
18,MUC,SYD,2023-09-01,683,2 stops,LOT,"KRK, WAW",16h 15m,7:20,am,5:35,pm
19,MUC,SYD,2023-09-01,616,2 stops,Delta,"AMS, BOS",18h 22m,7:00,am,7:22,pm
20,MUC,SYD,2023-09-01,712,1 stop,Turkish Airlines,IST,17h 05m,6:55,pm,6:00,am
21,MUC,SYD,2023-09-01,617,1 stop,Air France,CDG,19h 45m,7:15,am,9:00,pm
22,MUC,SYD,2023-09-01,489,1 stop,"Lufthansa, Air Caraïbes",ORY,17h 50m,7:30,am,7:20,pm
23,MUC,SYD,2023-09-01,612,1 stop,Delta,ATL,20h 15m,10:25,am,12:40,am
24,MUC,SYD,2023-09-01,616,2 stops,Delta,"AMS, MSP",19h 40m,9:25,am,11:05,pm
25,MUC,SYD,2023-09-01,703,2 stops,Delta,"AMS, ATL",17h 10m,9:25,am,8:35,pm
26,MUC,SYD,2023-09-01,619,2 stops,Delta,"AMS, ATL",18h 50m,11:50,am,12:40,am
27,MUC,SYD,2023-09-01,706,2 stops,Delta,"AMS, JFK",17h 11m,11:50,am,11:01,pm
28,MUC,SYD,2023-09-01,703,2 stops,Delta,"AMS, DTW",17h 15m,7:00,am,6:15,pm
29,MUC,SYD,2023-09-01,616,2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
30,MUC,SYD,2023-09-01,627,2 stops,Air France,"CDG, JFK",19h 06m,9:55,am,11:01,pm
31,MUC,SYD,2023-09-01,627,2 stops,Air France,"CDG, ATL",19h 20m,7:15,am,8:35,pm
32,MUC,SYD,2023-09-01,708,2 stops,Delta,"CDG, ATL",17h 20m,7:15,am,6:35,pm
33,MUC,SYD,2023-09-01,721,2 stops,Delta,"AMS, CDG",17h 05m,7:00,am,6:05,pm
34,MUC,SYD,2023-09-01,703,2 stops,Delta,"AMS, ATL",17h 35m,7:00,am,6:35,pm
35,MUC,SYD,2023-09-01,707,2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
36,MUC,SYD,2023-09-01,721,2 stops,Delta,"AMS, CDG",17h 05m,7:00,am,6:05,pm
37,MUC,SYD,2023-09-01,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
38,MUC,SYD,2023-09-01,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
39,MUC,SYD,2023-09-01,742,2 stops,Air France,"CDG, DTW",17h 00m,7:15,am,6:15,pm
40,MUC,SYD,2023-09-01,427,1 stop,"Lufthansa, French Bee",CDG-ORY,18h 35m,6:45,am,7:20,pm
41,MUC,SYD,2023-09-01,708,2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
42,MUC,SYD,2023-09-01,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
43,MUC,SYD,2023-09-01,706,2 stops,Delta,"CDG, BOS",18h 07m,7:15,am,7:22,pm
44,MUC,SYD,2023-09-01,707,2 stops,Delta,"CDG, ATL",18h 48m,9:55,am,10:43,pm
45,MUC,SYD,2023-09-02,469,1 stop,TAP AIR PORTUGAL,LIS,14h 35m,6:05,am,2:40,pm
46,MUC,SYD,2023-09-02,407,1 stop,"Lufthansa, Air Caraïbes",ORY,17h 50m,7:30,am,7:20,pm
47,MUC,SYD,2023-09-02,637,1 stop,Lufthansa,FRA,11h 45m,9:00,am,2:45,pm
48,MUC,SYD,2023-09-02,612,1 stop,Delta,ATL,14h 10m,10:25,am,6:35,pm
49,MUC,SYD,2023-09-02,615,1 stop,Delta,CDG,14h 10m,9:55,am,6:05,pm
50,MUC,SYD,2023-09-02,617,1 stop,Air France,CDG,14h 10m,9:55,am,6:05,pm
51,MUC,SYD,2023-09-02,612,1 stop,Delta,ATL,16h 10m,10:25,am,8:35,pm
52,MUC,SYD,2023-09-02,628,1 stop,LOT,WAW,16h 35m,7:00,am,5:35,pm
53,MUC,SYD,2023-09-02,615,1 stop,Delta,CDG,16h 50m,7:15,am,6:05,pm
54,MUC,SYD,2023-09-02,617,1 stop,Air France,CDG,16h 50m,7:15,am,6:05,pm
55,MUC,SYD,2023-09-02,615,1 stop,Delta,CDG,17h 05m,9:55,am,9:00,pm
56,MUC,SYD,2023-09-02,617,1 stop,Air France,CDG,17h 05m,9:55,am,9:00,pm
57,MUC,SYD,2023-09-02,817,1 stop,Iberia,CLT,13h 31m,9:15,am,4:46,pm
58,MUC,SYD,2023-09-02,721,2 stops,Delta,"AMS, CDG",15h 10m,11:50,am,9:00,pm
59,MUC,SYD,2023-09-02,803,1 stop,Air Europa,MAD,14h 00m,10:45,am,6:45,pm
60,MUC,SYD,2023-09-02,714,1 stop,Turkish Airlines,IST,16h 35m,7:25,pm,6:00,am
61,MUC,SYD,2023-09-02,619,2 stops,Delta,"AMS, JFK",17h 11m,11:50,am,11:01,pm
62,MUC,SYD,2023-09-02,626,2 stops,Air France,"CDG, DTW",17h 00m,7:15,am,6:15,pm
63,MUC,SYD,2023-09-02,616,2 stops,Delta,"AMS, DTW",17h 15m,7:00,am,6:15,pm
64,MUC,SYD,2023-09-02,621,2 stops,Delta,"CDG, ATL",17h 20m,7:15,am,6:35,pm
65,MUC,SYD,2023-09-02,612,1 stop,Delta,ATL,18h 18m,10:25,am,10:43,pm
66,MUC,SYD,2023-09-02,616,2 stops,Delta,"AMS, ATL",17h 35m,7:00,am,6:35,pm
67,MUC,SYD,2023-09-02,706,2 stops,Delta,"AMS, ATL",16h 35m,2:05,pm,12:40,am
68,MUC,SYD,2023-09-02,407,1 stop,"Lufthansa, French Bee",CDG-ORY,18h 35m,6:45,am,7:20,pm
69,MUC,SYD,2023-09-02,414,1 stop,"Lufthansa, French Bee",ORY,17h 50m,7:30,am,7:20,pm
70,MUC,SYD,2023-09-02,707,2 stops,Delta,"CDG, DTW",17h 00m,7:15,am,6:15,pm
71,MUC,SYD,2023-09-02,703,2 stops,Delta,"AMS, ATL",17h 10m,9:25,am,8:35,pm
72,MUC,SYD,2023-09-02,496,1 stop,"Lufthansa, Air Caraïbes",CDG-ORY,18h 35m,6:45,am,7:20,pm
73,MUC,SYD,2023-09-02,721,2 stops,Delta,"AMS, CDG",17h 05m,7:00,am,6:05,pm
74,MUC,SYD,2023-09-02,721,2 stops,Delta,"AMS, CDG",17h 05m,7:00,am,6:05,pm
75,MUC,SYD,2023-09-02,621,2 stops,Delta,"CDG, ATL",18h 48m,9:55,am,10:43,pm
76,MUC,SYD,2023-09-02,615,1 stop,Delta,CDG,19h 45m,7:15,am,9:00,pm
77,MUC,SYD,2023-09-02,617,1 stop,Air France,CDG,19h 45m,7:15,am,9:00,pm
78,MUC,SYD,2023-09-02,707,2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
79,MUC,SYD,2023-09-02,708,2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
80,MUC,SYD,2023-09-02,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
81,MUC,SYD,2023-09-02,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
82,MUC,SYD,2023-09-02,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
83,MUC,SYD,2023-09-02,627,2 stops,Air France,"CDG, JFK",19h 06m,9:55,am,11:01,pm
84,MUC,SYD,2023-09-02,612,1 stop,Delta,ATL,20h 15m,10:25,am,12:40,am
85,MUC,SYD,2023-09-02,621,2 stops,Delta,"CDG, ATL",19h 20m,7:15,am,8:35,pm
86,MUC,SYD,2023-09-02,706,2 stops,Delta,"CDG, BOS",18h 07m,7:15,am,7:22,pm
87,MUC,SYD,2023-09-02,616,2 stops,Delta,"AMS, ATL",19h 35m,7:00,am,8:35,pm
88,MUC,SYD,2023-09-02,616,2 stops,Delta,"AMS, MSP",19h 40m,9:25,am,11:05,pm
89,MUC,SYD,2023-09-02,619,2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
90,MUC,SYD,2023-09-02,619,2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
91,MUC,SYD,2023-09-02,703,2 stops,Delta,"AMS, BOS",18h 22m,7:00,am,7:22,pm
92,MUC,SYD,2023-09-02,706,2 stops,Delta,"AMS, ATL",18h 50m,11:50,am,12:40,am
93,MUC,SYD,2023-09-02,707,2 stops,Delta,"CDG, ATL",18h 48m,9:55,am,10:43,pm
94,MUC,SYD,2023-09-02,469,1 stop,TAP AIR PORTUGAL,LIS,24h 40m,8:00,pm,2:40,pm
95,MUC,SYD,2023-09-02,708,2 stops,Delta,"CDG, JFK",19h 06m,9:55,am,11:01,pm
96,MUC,SYD,2023-09-02,621,2 stops,Delta,"CDG, ATL",20h 45m,9:55,am,12:40,am
97,MUC,SYD,2023-09-02,621,2 stops,Delta,"CDG, ATL",20h 45m,9:55,am,12:40,am
98,MUC,SYD,2023-09-02,760,1 stop,"Lufthansa, TAP AIR PORTUGAL",LIS,14h 35m,6:05,am,2:40,pm
99,MUC,SYD,2023-09-02,703,2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
100,MUC,SYD,2023-09-02,703,2 stops,Delta,"AMS, ATL",19h 35m,7:00,am,8:35,pm
101,MUC,SYD,2023-09-02,814,2 stops,"LOT, American Airlines","WAW, JFK",17h 19m,9:55,am,9:14,pm
102,MUC,SYD,2023-09-02,621,2 stops,Delta,"CDG, ATL",21h 28m,7:15,am,10:43,pm
103,MUC,SYD,2023-09-02,621,2 stops,Delta,"CDG, ATL",21h 28m,7:15,am,10:43,pm
104,MUC,SYD,2023-09-02,616,2 stops,Delta,"AMS, ATL",21h 43m,7:00,am,10:43,pm
105,MUC,SYD,2023-09-02,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
106,MUC,SYD,2023-09-02,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
107,MUC,SYD,2023-09-02,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
108,MUC,SYD,2023-09-02,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
109,MUC,SYD,2023-09-02,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
110,MUC,SYD,2023-09-02,819,2 stops,Delta,"AMS, JFK",17h 58m,7:00,am,6:58,pm
111,MUC,SYD,2023-09-02,626,2 stops,Air France,"CDG, JFK",21h 46m,7:15,am,11:01,pm
112,MUC,SYD,2023-09-02,627,2 stops,Air France,"CDG, JFK",21h 46m,7:15,am,11:01,pm
113,MUC,SYD,2023-09-02,627,2 stops,Air France,"CDG, JFK",21h 46m,7:15,am,11:01,pm
114,MUC,SYD,2023-09-02,707,2 stops,Delta,"CDG, ATL",20h 45m,9:55,am,12:40,am
115,MUC,SYD,2023-09-02,1087,1 stop,Lufthansa,FRA,12h 45m,8:00,am,2:45,pm
116,MUC,SYD,2023-09-02,703,2 stops,Delta,"AMS, ATL",21h 15m,9:25,am,12:40,am
117,MUC,SYD,2023-09-02,706,2 stops,Delta,"AMS, ATL",21h 15m,9:25,am,12:40,am
118,MUC,SYD,2023-09-02,707,2 stops,Delta,"CDG, ATL",21h 28m,7:15,am,10:43,pm
119,MUC,SYD,2023-09-02,740,2 stops,Multiple Airlines,"FRA, JFK",17h 56m,9:00,am,8:56,pm
120,MUC,SYD,2023-09-02,892,1 stop,Turkish Airlines,IST,18h 10m,7:15,am,7:25,pm
121,MUC,SYD,2023-09-02,823,2 stops,Delta,"CDG, JFK",19h 06m,9:55,am,11:01,pm
122,MUC,SYD,2023-09-02,707,2 stops,Delta,"CDG, JFK",21h 46m,7:15,am,11:01,pm
123,MUC,SYD,2023-09-02,1087,1 stop,Lufthansa,FRA,13h 45m,7:00,am,2:45,pm
124,MUC,SYD,2023-09-02,819,2 stops,Delta,"AMS, ATL",19h 18m,9:25,am,10:43,pm
125,MUC,SYD,2023-09-02,703,2 stops,Delta,"AMS, JFK",22h 01m,7:00,am,11:01,pm
126,MUC,SYD,2023-09-02,740,2 stops,Multiple Airlines,"FRA, JFK",18h 56m,8:00,am,8:56,pm
127,MUC,SYD,2023-09-02,814,2 stops,"LOT, American Airlines","WAW, JFK",20h 14m,7:00,am,9:14,pm
128,MUC,SYD,2023-09-02,841,2 stops,"LOT, JetBlue","WAW, JFK",19h 49m,9:55,am,11:44,pm
129,MUC,SYD,2023-09-02,819,2 stops,Delta,"AMS, ATL",21h 43m,7:00,am,10:43,pm
130,MUC,SYD,2023-09-02,740,2 stops,Multiple Airlines,"FRA, JFK",20h 44m,9:00,am,11:44,pm
131,MUC,SYD,2023-09-02,823,2 stops,Delta,"CDG, JFK",21h 46m,7:15,am,11:01,pm
132,MUC,SYD,2023-09-02,920,2 stops,"LOT, United Airlines","WAW, JFK-EWR",19h 01m,9:55,am,10:56,pm
133,MUC,SYD,2023-09-02,819,2 stops,Delta,"AMS, JFK",22h 01m,7:00,am,11:01,pm
134,MUC,SYD,2023-09-02,475,1 stop,TAP AIR PORTUGAL,LIS,31h 05m,1:35,pm,2:40,pm
135,MUC,SYD,2023-09-02,892,1 stop,Turkish Airlines,IST,21h 40m,2:20,pm,6:00,am
136,MUC,SYD,2023-09-02,723,1 stop,TAP AIR PORTUGAL,LIS,25h 10m,7:30,pm,2:40,pm
137,MUC,SYD,2023-09-02,537,2 stops,"Lufthansa, TAP AIR PORTUGAL","MAD, LIS",25h 10m,7:30,pm,2:40,pm
138,MUC,SYD,2023-09-02,731,2 stops,TAP AIR PORTUGAL,"OPO, LIS",23h 10m,9:30,pm,2:40,pm
139,MUC,SYD,2023-09-02,507,2 stops,"Vueling, TAP AIR PORTUGAL","BCN, LIS",23h 45m,8:55,pm,2:40,pm
140,MUC,SYD,2023-09-02,920,2 stops,"LOT, United Airlines","WAW, JFK-EWR",19h 42m,9:55,am,11:37,pm
141,MUC,SYD,2023-09-02,740,2 stops,Multiple Airlines,"FRA, JFK",21h 44m,8:00,am,11:44,pm
142,MUC,SYD,2023-09-02,731,2 stops,TAP AIR PORTUGAL,"OPO, LIS",23h 10m,9:30,pm,2:40,pm
143,MUC,SYD,2023-09-02,1218,1 stop,KLM,ATL,14h 10m,10:25,am,6:35,pm
144,MUC,SYD,2023-09-02,575,2 stops,"Lufthansa, TAP AIR PORTUGAL","BCN, LIS",25h 10m,7:30,pm,2:40,pm
145,MUC,SYD,2023-09-02,596,2 stops,"Lufthansa, TAP AIR PORTUGAL","LHR, LIS",24h 55m,7:45,pm,2:40,pm
146,MUC,SYD,2023-09-02,612,1 stop,Delta,ATL,28h 40m,10:25,am,9:05,am
147,MUC,SYD,2023-09-02,563,2 stops,"Lufthansa, TAP AIR PORTUGAL","LHR, LIS",26h 00m,6:40,pm,2:40,pm
148,MUC,SYD,2023-09-02,920,2 stops,"LOT, United Airlines","WAW, JFK-EWR",21h 56m,7:00,am,10:56,pm
149,MUC,SYD,2023-09-02,627,1 stop,Air France,CDG,29h 55m,6:10,pm,6:05,pm
150,MUC,SYD,2023-09-03,470,1 stop,TAP AIR PORTUGAL,LIS,14h 35m,6:05,am,2:40,pm
151,MUC,SYD,2023-09-03,465,2 stops,"SWISS, French Bee","ZRH, CDG-ORY",28h 20m,9:00,pm,7:20,pm
152,MUC,SYD,2023-09-03,612,1 stop,Delta,ATL,14h 10m,10:25,am,6:35,pm
153,MUC,SYD,2023-09-03,612,1 stop,Delta,ATL,16h 10m,10:25,am,8:35,pm
154,MUC,SYD,2023-09-03,803,1 stop,Air Europa,MAD,14h 00m,10:45,am,6:45,pm
155,MUC,SYD,2023-09-03,615,1 stop,Delta,CDG,16h 50m,7:15,am,6:05,pm
156,MUC,SYD,2023-09-03,617,1 stop,Air France,CDG,16h 50m,7:15,am,6:05,pm
157,MUC,SYD,2023-09-03,619,2 stops,Delta,"AMS, ATL",16h 30m,2:10,pm,12:40,am
158,MUC,SYD,2023-09-03,721,2 stops,Delta,"AMS, CDG",15h 10m,11:50,am,9:00,pm
159,MUC,SYD,2023-09-03,953,1 stop,Lufthansa,FRA,11h 45m,9:00,am,2:45,pm
160,MUC,SYD,2023-09-03,619,2 stops,Delta,"AMS, JFK",17h 11m,11:50,am,11:01,pm
161,MUC,SYD,2023-09-03,626,2 stops,Air France,"CDG, DTW",17h 00m,7:15,am,6:15,pm
162,MUC,SYD,2023-09-03,612,1 stop,Delta,ATL,18h 18m,10:25,am,10:43,pm
163,MUC,SYD,2023-09-03,621,2 stops,Delta,"CDG, ATL",17h 20m,7:15,am,6:35,pm
164,MUC,SYD,2023-09-03,621,2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
165,MUC,SYD,2023-09-03,707,2 stops,Delta,"CDG, DTW",17h 00m,7:15,am,6:15,pm
166,MUC,SYD,2023-09-03,703,2 stops,Delta,"AMS, DTW",17h 15m,7:00,am,6:15,pm
167,MUC,SYD,2023-09-03,721,2 stops,Delta,"AMS, CDG",17h 05m,7:00,am,6:05,pm
168,MUC,SYD,2023-09-03,721,2 stops,Delta,"AMS, CDG",17h 05m,7:00,am,6:05,pm
169,MUC,SYD,2023-09-03,708,1 stop,Turkish Airlines,IST,18h 10m,7:15,am,7:25,pm
170,MUC,SYD,2023-09-03,619,2 stops,Delta,"AMS, ATL",18h 50m,11:50,am,12:40,am
171,MUC,SYD,2023-09-03,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
172,MUC,SYD,2023-09-03,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
173,MUC,SYD,2023-09-03,721,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
174,MUC,SYD,2023-09-03,705,1 stop,"Lufthansa, TAP AIR PORTUGAL",LIS,14h 35m,6:05,am,2:40,pm
175,MUC,SYD,2023-09-03,615,1 stop,Delta,CDG,19h 45m,7:15,am,9:00,pm
176,MUC,SYD,2023-09-03,617,1 stop,Air France,CDG,19h 45m,7:15,am,9:00,pm
177,MUC,SYD,2023-09-03,612,1 stop,Delta,ATL,20h 15m,10:25,am,12:40,am
178,MUC,SYD,2023-09-03,621,2 stops,Delta,"CDG, ATL",19h 20m,7:15,am,8:35,pm
179,MUC,SYD,2023-09-03,619,2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
180,MUC,SYD,2023-09-03,616,2 stops,Delta,"AMS, MSP",19h 40m,9:25,am,11:05,pm
181,MUC,SYD,2023-09-03,1087,1 stop,Lufthansa,FRA,12h 45m,8:00,am,2:45,pm
182,MUC,SYD,2023-09-03,819,2 stops,Delta,"AMS, ATL",17h 10m,9:25,am,8:35,pm
183,MUC,SYD,2023-09-03,470,1 stop,TAP AIR PORTUGAL,LIS,24h 40m,8:00,pm,2:40,pm
184,MUC,SYD,2023-09-03,703,2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
185,MUC,SYD,2023-09-03,703,2 stops,Delta,"AMS, ATL",19h 35m,7:00,am,8:35,pm
186,MUC,SYD,2023-09-03,706,2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
187,MUC,SYD,2023-09-03,819,2 stops,Delta,"AMS, ATL",17h 35m,7:00,am,6:35,pm
188,MUC,SYD,2023-09-03,823,2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
189,MUC,SYD,2023-09-03,1087,1 stop,Lufthansa,FRA,13h 45m,7:00,am,2:45,pm
190,MUC,SYD,2023-09-03,819,2 stops,Delta,"AMS, JFK",17h 58m,7:00,am,6:58,pm
191,MUC,SYD,2023-09-03,619,2 stops,Delta,"AMS, ATL",21h 15m,9:25,am,12:40,am
192,MUC,SYD,2023-09-03,822,2 stops,Delta,"CDG, BOS",18h 07m,7:15,am,7:22,pm
193,MUC,SYD,2023-09-03,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
194,MUC,SYD,2023-09-03,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
195,MUC,SYD,2023-09-03,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
196,MUC,SYD,2023-09-03,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
197,MUC,SYD,2023-09-03,721,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
198,MUC,SYD,2023-09-03,819,2 stops,Delta,"AMS, BOS",18h 22m,7:00,am,7:22,pm
199,MUC,SYD,2023-09-03,621,2 stops,Delta,"CDG, ATL",21h 28m,7:15,am,10:43,pm
200,MUC,SYD,2023-09-03,621,2 stops,Delta,"CDG, ATL",21h 28m,7:15,am,10:43,pm
201,MUC,SYD,2023-09-03,621,2 stops,Delta,"CDG, JFK",21h 46m,7:15,am,11:01,pm
202,MUC,SYD,2023-09-03,627,2 stops,Air France,"CDG, JFK",21h 46m,7:15,am,11:01,pm
203,MUC,SYD,2023-09-03,627,2 stops,Air France,"CDG, JFK",21h 46m,7:15,am,11:01,pm
204,MUC,SYD,2023-09-03,619,2 stops,Delta,"AMS, JFK",22h 01m,7:00,am,11:01,pm
205,MUC,SYD,2023-09-03,740,2 stops,Multiple Airlines,"FRA, JFK",17h 56m,9:00,am,8:56,pm
206,MUC,SYD,2023-09-03,823,2 stops,Delta,"CDG, ATL",19h 20m,7:15,am,8:35,pm
207,MUC,SYD,2023-09-03,819,2 stops,Delta,"AMS, ATL",19h 35m,7:00,am,8:35,pm
208,MUC,SYD,2023-09-03,581,1 stop,TAP AIR PORTUGAL,LIS,25h 10m,7:30,pm,2:40,pm
209,MUC,SYD,2023-09-03,708,2 stops,Delta,"CDG, JFK",21h 46m,7:15,am,11:01,pm
210,MUC,SYD,2023-09-03,703,2 stops,Delta,"AMS, JFK",22h 01m,7:00,am,11:01,pm
211,MUC,SYD,2023-09-03,706,2 stops,Delta,"AMS, JFK",22h 01m,7:00,am,11:01,pm
212,MUC,SYD,2023-09-03,740,2 stops,Multiple Airlines,"FRA, JFK",18h 56m,8:00,am,8:56,pm
213,MUC,SYD,2023-09-03,706,2 stops,Delta,"AMS, MSP",22h 05m,7:00,am,11:05,pm
214,MUC,SYD,2023-09-03,592,2 stops,TAP AIR PORTUGAL,"OPO, LIS",23h 10m,9:30,pm,2:40,pm
215,MUC,SYD,2023-09-03,592,2 stops,TAP AIR PORTUGAL,"OPO, LIS",23h 10m,9:30,pm,2:40,pm
216,MUC,SYD,2023-09-03,742,2 stops,Air France,"CDG, JFK",21h 46m,7:15,am,11:01,pm
217,MUC,SYD,2023-09-03,920,2 stops,Delta,"AMS, ATL",19h 18m,9:25,am,10:43,pm
218,MUC,SYD,2023-09-03,1218,1 stop,KLM,ATL,14h 10m,10:25,am,6:35,pm
219,MUC,SYD,2023-09-03,819,2 stops,Delta,"AMS, ATL",21h 15m,9:25,am,12:40,am
220,MUC,SYD,2023-09-03,720,2 stops,Multiple Airlines,"FRA, JFK",20h 44m,9:00,am,11:44,pm
221,MUC,SYD,2023-09-03,823,2 stops,Delta,"CDG, ATL",21h 28m,7:15,am,10:43,pm
222,MUC,SYD,2023-09-03,819,2 stops,Delta,"AMS, ATL",21h 43m,7:00,am,10:43,pm
223,MUC,SYD,2023-09-03,823,2 stops,Delta,"CDG, JFK",21h 46m,7:15,am,11:01,pm
224,MUC,SYD,2023-09-03,500,2 stops,"Aer Lingus, TAP AIR PORTUGAL","DUB, LIS",24h 05m,8:35,pm,2:40,pm
225,MUC,SYD,2023-09-03,823,2 stops,Delta,"CDG, MSP",21h 50m,7:15,am,11:05,pm
226,MUC,SYD,2023-09-03,819,2 stops,Delta,"AMS, MSP",22h 05m,7:00,am,11:05,pm
227,MUC,SYD,2023-09-03,720,2 stops,Multiple Airlines,"FRA, JFK",21h 44m,8:00,am,11:44,pm
228,MUC,SYD,2023-09-03,1218,1 stop,KLM,ATL,16h 10m,10:25,am,8:35,pm
229,MUC,SYD,2023-09-03,628,1 stop,LOT,WAW,28h 00m,7:35,pm,5:35,pm
230,MUC,SYD,2023-09-03,924,2 stops,Delta,"CDG, ATL",21h 28m,7:15,am,10:43,pm
231,MUC,SYD,2023-09-03,627,1 stop,Air France,CDG,27h 35m,8:30,pm,6:05,pm
232,MUC,SYD,2023-09-03,920,2 stops,Delta,"AMS, ATL",21h 43m,7:00,am,10:43,pm
233,MUC,SYD,2023-09-03,924,2 stops,Delta,"CDG, JFK",21h 46m,7:15,am,11:01,pm
234,MUC,SYD,2023-09-03,920,2 stops,Delta,"AMS, JFK",22h 01m,7:00,am,11:01,pm
235,MUC,SYD,2023-09-03,532,2 stops,"Air Europa, TAP AIR PORTUGAL","MAD, LIS",25h 35m,7:05,pm,2:40,pm
236,MUC,SYD,2023-09-03,475,1 stop,TAP AIR PORTUGAL,LIS,31h 05m,1:35,pm,2:40,pm
237,MUC,SYD,2023-09-03,1225,2 stops,KLM,"AMS, ATL",16h 30m,2:10,pm,12:40,am
238,MUC,SYD,2023-09-03,596,2 stops,"Lufthansa, TAP AIR PORTUGAL","LHR, LIS",24h 55m,7:45,pm,2:40,pm
239,MUC,SYD,2023-09-03,683,2 stops,LOT,"KRK, WAW",25h 35m,10:00,pm,5:35,pm
240,MUC,SYD,2023-09-03,683,2 stops,LOT,"KRK, WAW",25h 35m,10:00,pm,5:35,pm
241,MUC,SYD,2023-09-03,683,2 stops,LOT,"KRK, WAW",25h 35m,10:00,pm,5:35,pm
242,MUC,SYD,2023-09-03,636,2 stops,Air France,"CDG, DTW",27h 45m,8:30,pm,6:15,pm
243,MUC,SYD,2023-09-03,523,2 stops,"easyJet, TAP AIR PORTUGAL","LGW-LHR, LIS",22h 45m,9:55,pm,2:40,pm
244,MUC,SYD,2023-09-03,612,1 stop,Delta,ATL,28h 40m,10:25,am,9:05,am
