start_destination,end_destination,start_date,price,num_stops,airline_names,stop_cities,journey_duration,dep_time,dep_meridiem,arrival_time,arrival_meridiem
MUC,MIA,2023-08-05,$865,2 stops,TAP AIR PORTUGAL,"OPO, LIS",23h 10m,9:30,pm,2:40,pm
MUC,MIA,2023-08-05,"$1,269",2 stops,KLM,"AMS, ATL",17h 10m,9:25,am,8:35,pm
MUC,MIA,2023-08-05,"$1,278",2 stops,Air France,"CDG, DTW",17h 00m,7:15,am,6:15,pm
MUC,MIA,2023-08-05,"$1,272",2 stops,KLM,"AMS, JFK",17h 11m,11:50,am,11:01,pm
MUC,MIA,2023-08-05,"$1,269",2 stops,KLM,"AMS, DTW",17h 15m,7:00,am,6:15,pm
MUC,MIA,2023-08-05,"$1,269",2 stops,KLM,"AMS, ATL",17h 35m,7:00,am,6:35,pm
MUC,MIA,2023-08-05,"$1,475",1 stop,SWISS,ZRH,15h 30m,7:45,am,5:15,pm
MUC,MIA,2023-08-05,"$1,269",2 stops,KLM,"AMS, JFK",17h 58m,7:00,am,6:58,pm
MUC,MIA,2023-08-05,"$1,362",2 stops,Delta,"CDG, DTW",17h 00m,7:15,am,6:15,pm
MUC,MIA,2023-08-05,$915,1 stop,Turkish Airlines,IST,25h 30m,10:30,am,6:00,am
MUC,MIA,2023-08-05,"$1,357",2 stops,Delta,"AMS, ATL",17h 10m,9:25,am,8:35,pm
MUC,MIA,2023-08-05,"$1,361",2 stops,Delta,"AMS, JFK",17h 11m,11:50,am,11:01,pm
MUC,MIA,2023-08-05,"$1,357",2 stops,Delta,"AMS, DTW",17h 15m,7:00,am,6:15,pm
MUC,MIA,2023-08-05,"$1,479",1 stop,Lufthansa,EWR,16h 04m,9:30,am,7:34,pm
MUC,MIA,2023-08-05,"$1,363",2 stops,Delta,"CDG, ATL",17h 20m,7:15,am,6:35,pm
MUC,MIA,2023-08-05,"$1,465",2 stops,Air Canada,"FRA, YUL",15h 49m,12:00,pm,9:49,pm
MUC,MIA,2023-08-05,"$1,357",2 stops,Delta,"AMS, ATL",17h 35m,7:00,am,6:35,pm
MUC,MIA,2023-08-05,$610,2 stops,"Lufthansa, TAP AIR PORTUGAL","LHR, LIS",26h 00m,6:40,pm,2:40,pm
MUC,MIA,2023-08-05,"$1,475",1 stop,SWISS,ZRH,15h 30m,7:45,am,5:15,pm
MUC,MIA,2023-08-05,"$1,269",2 stops,KLM,"AMS, JFK",17h 58m,7:00,am,6:58,pm
MUC,MIA,2023-08-05,"$1,362",2 stops,Delta,"CDG, DTW",17h 00m,7:15,am,6:15,pm
MUC,MIA,2023-08-05,"$1,357",2 stops,Delta,"AMS, ATL",17h 10m,9:25,am,8:35,pm
MUC,MIA,2023-08-05,$916,1 stop,Turkish Airlines,IST,25h 30m,10:30,am,6:00,am
MUC,MIA,2023-08-05,"$1,361",2 stops,Delta,"AMS, JFK",17h 11m,11:50,am,11:01,pm
MUC,MIA,2023-08-05,"$1,357",2 stops,Delta,"AMS, DTW",17h 15m,7:00,am,6:15,pm
MUC,MIA,2023-08-05,"$1,479",1 stop,Lufthansa,EWR,16h 04m,9:30,am,7:34,pm
MUC,MIA,2023-08-05,$836,2 stops,"TAP AIR PORTUGAL, JetBlue","LIS, JFK",25h 58m,1:35,pm,9:33,am
MUC,MIA,2023-08-05,"$1,479",1 stop,"Lufthansa, United Airlines",JFK-EWR,16h 11m,12:45,pm,10:56,pm
MUC,MIA,2023-08-05,"$1,363",2 stops,Delta,"CDG, ATL",17h 20m,7:15,am,6:35,pm
MUC,MIA,2023-08-05,"$1,484",1 stop,United Airlines,EWR,16h 04m,9:30,am,7:34,pm
MUC,MIA,2023-08-05,"$1,484",1 stop,United Airlines,IAH,16h 09m,11:55,am,10:04,pm
MUC,MIA,2023-08-05,"$1,357",2 stops,Delta,"AMS, ATL",17h 35m,7:00,am,6:35,pm
MUC,MIA,2023-08-05,$637,3 stops,"Lufthansa, TAP AIR PORTUGAL","FRA, DUB, ...",25h 40m,7:00,pm,2:40,pm
MUC,MIA,2023-08-05,"$1,486",2 stops,United Airlines,"FRA, EWR",15h 37m,11:00,am,8:37,pm
MUC,MIA,2023-08-05,"$1,362",2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
MUC,MIA,2023-08-05,"$1,363",2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
MUC,MIA,2023-08-05,"$1,272",2 stops,KLM,"AMS, ATL",18h 50m,11:50,am,12:40,am
MUC,MIA,2023-08-05,$650,3 stops,"Lufthansa, TAP AIR PORTUGAL","FRA, LHR, ...",25h 40m,7:00,pm,2:40,pm
MUC,MIA,2023-08-05,$722,2 stops,"Lufthansa, TAP AIR PORTUGAL","BRU, LIS",23h 30m,9:10,pm,2:40,pm
MUC,MIA,2023-08-05,"$1,479",1 stop,Air Canada,YYZ,16h 36m,11:50,am,10:26,pm
MUC,MIA,2023-08-05,"$1,298",2 stops,Scandinavian Airlines,"CPH, EWR",18h 54m,6:40,am,7:34,pm
MUC,MIA,2023-08-05,"$1,502",2 stops,SWISS,"GVA, ZRH",15h 30m,7:45,am,5:15,pm
MUC,MIA,2023-08-05,"$1,502",2 stops,SWISS,"GVA, ZRH",15h 30m,7:45,am,5:15,pm
MUC,MIA,2023-08-05,"$1,357",2 stops,Delta,"AMS, JFK",17h 58m,7:00,am,6:58,pm
MUC,MIA,2023-08-05,$979,1 stop,TAP AIR PORTUGAL,LIS,25h 10m,7:30,pm,2:40,pm
MUC,MIA,2023-08-05,"$1,479",2 stops,Air Canada,"YYZ, YUL",15h 59m,11:50,am,9:49,pm
MUC,MIA,2023-08-05,"$1,265",2 stops,KLM,"DTW, ATL",19h 10m,11:30,am,12:40,am
MUC,MIA,2023-08-06,$526,1 stop,TAP AIR PORTUGAL,LIS,14h 00m,1:35,pm,9:35,pm
MUC,MIA,2023-08-06,$526,1 stop,TAP AIR PORTUGAL,LIS,14h 35m,6:05,am,2:40,pm
MUC,MIA,2023-08-06,$526,1 stop,TAP AIR PORTUGAL,LIS,21h 30m,6:05,am,9:35,pm
MUC,MIA,2023-08-06,$773,1 stop,Delta,ATL,16h 10m,10:25,am,8:35,pm
MUC,MIA,2023-08-06,$876,1 stop,Delta,ATL,14h 10m,10:25,am,6:35,pm
MUC,MIA,2023-08-06,$659,1 stop,LOT,WAW,28h 00m,7:35,pm,5:35,pm
MUC,MIA,2023-08-06,$967,1 stop,Turkish Airlines,IST,18h 10m,7:15,am,7:25,pm
MUC,MIA,2023-08-06,$773,1 stop,Delta,ATL,20h 15m,10:25,am,12:40,am
MUC,MIA,2023-08-06,$884,2 stops,Delta,"AMS, CDG",15h 20m,11:40,am,9:00,pm
MUC,MIA,2023-08-06,$706,1 stop,TAP AIR PORTUGAL,LIS,24h 40m,8:00,pm,2:40,pm
MUC,MIA,2023-08-06,$971,2 stops,Delta,"AMS, ATL",16h 35m,2:05,pm,12:40,am
MUC,MIA,2023-08-06,$876,1 stop,Delta,ATL,18h 18m,10:25,am,10:43,pm
MUC,MIA,2023-08-06,"$1,020",1 stop,TAP AIR PORTUGAL,LIS,16h 15m,11:20,am,9:35,pm
MUC,MIA,2023-08-06,$798,2 stops,TAP AIR PORTUGAL,"OPO, LIS",19h 10m,8:25,am,9:35,pm
MUC,MIA,2023-08-06,$884,2 stops,Delta,"AMS, CDG",15h 20m,11:40,am,9:00,pm
MUC,MIA,2023-08-06,$987,2 stops,Delta,"AMS, CDG",17h 05m,7:00,am,6:05,pm
MUC,MIA,2023-08-06,$987,2 stops,Delta,"AMS, CDG",17h 05m,7:00,am,6:05,pm
MUC,MIA,2023-08-06,$967,1 stop,Turkish Airlines,IST,18h 10m,7:15,am,7:25,pm
MUC,MIA,2023-08-06,$987,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
MUC,MIA,2023-08-06,$987,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
MUC,MIA,2023-08-06,$987,2 stops,Delta,"AMS, CDG",17h 35m,9:25,am,9:00,pm
MUC,MIA,2023-08-06,$880,1 stop,Air France,CDG,19h 45m,7:15,am,9:00,pm
MUC,MIA,2023-08-06,$706,1 stop,TAP AIR PORTUGAL,LIS,24h 40m,8:00,pm,2:40,pm
MUC,MIA,2023-08-06,$884,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
MUC,MIA,2023-08-06,$884,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
MUC,MIA,2023-08-06,$884,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
MUC,MIA,2023-08-06,$884,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
MUC,MIA,2023-08-06,$884,2 stops,Delta,"AMS, CDG",20h 00m,7:00,am,9:00,pm
MUC,MIA,2023-08-06,$971,2 stops,Delta,"AMS, ATL",19h 00m,11:40,am,12:40,am
MUC,MIA,2023-08-06,$968,1 stop,Delta,CDG,19h 45m,7:15,am,9:00,pm
MUC,MIA,2023-08-06,$971,2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
MUC,MIA,2023-08-06,$720,2 stops,TAP AIR PORTUGAL,"OPO, LIS",23h 10m,9:30,pm,2:40,pm
MUC,MIA,2023-08-06,$868,2 stops,Delta,"AMS, JFK",22h 01m,7:00,am,11:01,pm
MUC,MIA,2023-08-06,$720,2 stops,TAP AIR PORTUGAL,"OPO, LIS",23h 10m,9:30,pm,2:40,pm
MUC,MIA,2023-08-06,"$1,265",1 stop,KLM,ATL,14h 10m,10:25,am,6:35,pm
MUC,MIA,2023-08-06,$659,1 stop,LOT,WAW,28h 00m,7:35,pm,5:35,pm
MUC,MIA,2023-08-06,$678,2 stops,LOT,"KRK, WAW",25h 35m,10:00,pm,5:35,pm
MUC,MIA,2023-08-06,$678,2 stops,LOT,"KRK, WAW",25h 35m,10:00,pm,5:35,pm
MUC,MIA,2023-08-06,$678,2 stops,LOT,"KRK, WAW",25h 35m,10:00,pm,5:35,pm
MUC,MIA,2023-08-06,"$1,265",1 stop,KLM,ATL,16h 10m,10:25,am,8:35,pm
MUC,MIA,2023-08-06,$889,1 stop,TAP AIR PORTUGAL,LIS,25h 10m,7:30,pm,2:40,pm
MUC,MIA,2023-08-06,"$1,517",1 stop,Lufthansa,FRA,11h 45m,9:00,am,2:45,pm
MUC,MIA,2023-08-06,$786,2 stops,LOT,"GDN, WAW",27h 25m,8:10,pm,5:35,pm
MUC,MIA,2023-08-06,$786,2 stops,LOT,"GDN, WAW",27h 25m,8:10,pm,5:35,pm
MUC,MIA,2023-08-06,"$1,272",2 stops,KLM,"AMS, ATL",16h 35m,2:05,pm,12:40,am
MUC,MIA,2023-08-06,"$1,517",1 stop,Lufthansa,FRA,12h 45m,8:00,am,2:45,pm
MUC,MIA,2023-08-06,"$1,475",1 stop,SWISS,ZRH,14h 10m,9:05,am,5:15,pm
MUC,MIA,2023-08-06,"$1,269",2 stops,KLM,"AMS, DTW",17h 15m,7:00,am,6:15,pm
MUC,MIA,2023-08-06,"$1,272",2 stops,KLM,"AMS, JFK",17h 21m,11:40,am,11:01,pm
MUC,MIA,2023-08-06,"$1,357",1 stop,Delta,CDG,16h 50m,7:15,am,6:05,pm
MUC,MIA,2023-08-06,$976,2 stops,Icelandair,"KEF, BOS",24h 36m,4:55,pm,11:31,am
MUC,MIA,2023-08-06,"$1,269",2 stops,KLM,"AMS, ATL",17h 35m,7:00,am,6:35,pm
MUC,MIA,2023-08-06,"$1,517",1 stop,Lufthansa,FRA,13h 45m,7:00,am,2:45,pm
MUC,MIA,2023-08-06,"$1,269",2 stops,KLM,"AMS, JFK",17h 58m,7:00,am,6:58,pm
MUC,MIA,2023-08-06,$711,1 stop,TAP AIR PORTUGAL,LIS,31h 05m,1:35,pm,2:40,pm
MUC,MIA,2023-08-06,"$1,357",2 stops,Delta,"AMS, DTW",17h 15m,7:00,am,6:15,pm
MUC,MIA,2023-08-06,"$1,363",2 stops,Delta,"CDG, ATL",17h 20m,7:15,am,6:35,pm
MUC,MIA,2023-08-06,"$1,357",2 stops,Delta,"AMS, ATL",17h 35m,7:00,am,6:35,pm
MUC,MIA,2023-08-06,"$1,298",2 stops,Scandinavian Airlines,"CPH, EWR",18h 54m,6:40,am,7:34,pm
MUC,MIA,2023-08-06,"$1,272",2 stops,KLM,"AMS, ATL",19h 00m,11:40,am,12:40,am
MUC,MIA,2023-08-07,$676,1 stop,TAP AIR PORTUGAL,LIS,14h 35m,6:05,am,2:40,pm
MUC,MIA,2023-08-07,$605,1 stop,TAP AIR PORTUGAL,LIS,24h 40m,8:00,pm,2:40,pm
MUC,MIA,2023-08-07,$773,1 stop,Delta,ATL,14h 10m,10:25,am,6:35,pm
MUC,MIA,2023-08-07,$985,1 stop,Lufthansa,FRA,11h 45m,9:00,am,2:45,pm
MUC,MIA,2023-08-07,$660,1 stop,Air France,ATL,16h 10m,10:25,am,8:35,pm
MUC,MIA,2023-08-07,$659,1 stop,LOT,WAW,16h 35m,7:00,am,5:35,pm
MUC,MIA,2023-08-07,$773,1 stop,Delta,ATL,16h 10m,10:25,am,8:35,pm
MUC,MIA,2023-08-07,$656,1 stop,Delta,ATL,18h 18m,10:25,am,10:43,pm
MUC,MIA,2023-08-07,"$1,036",1 stop,Air Europa,MAD,14h 00m,10:45,am,6:45,pm
MUC,MIA,2023-08-07,$997,1 stop,Air France,CDG,14h 10m,9:55,am,6:05,pm
MUC,MIA,2023-08-07,$838,2 stops,LOT,"KRK, WAW",16h 15m,7:20,am,5:35,pm
MUC,MIA,2023-08-07,$680,1 stop,"Lufthansa, Air Caraïbes",CDG-ORY,15h 30m,9:50,am,7:20,pm
MUC,MIA,2023-08-07,$757,1 stop,"Lufthansa, TAP AIR PORTUGAL",LIS,14h 35m,6:05,am,2:40,pm
MUC,MIA,2023-08-07,$656,1 stop,Delta,ATL,20h 15m,10:25,am,12:40,am
MUC,MIA,2023-08-07,$871,2 stops,Delta,"CDG, ATL",17h 20m,7:15,am,6:35,pm
MUC,MIA,2023-08-07,$911,1 stop,Turkish Airlines,IST,18h 10m,7:15,am,7:25,pm
MUC,MIA,2023-08-07,$997,1 stop,Air France,CDG,16h 50m,7:15,am,6:05,pm
MUC,MIA,2023-08-07,$680,1 stop,"Lufthansa, Air Caraïbes",ORY,17h 50m,7:30,am,7:20,pm
MUC,MIA,2023-08-07,$971,2 stops,Delta,"AMS, JFK",17h 11m,11:50,am,11:01,pm
MUC,MIA,2023-08-07,$787,2 stops,Air France,"CDG, ATL",19h 20m,7:15,am,8:35,pm
MUC,MIA,2023-08-07,$987,2 stops,Delta,"AMS, CDG",17h 05m,7:00,am,6:05,pm
MUC,MIA,2023-08-07,$968,2 stops,Delta,"AMS, ATL",17h 35m,7:00,am,6:35,pm
MUC,MIA,2023-08-07,$760,1 stop,"Lufthansa, French Bee",CDG-ORY,15h 30m,9:50,am,7:20,pm
MUC,MIA,2023-08-07,$677,1 stop,"Lufthansa, Air Caraïbes",CDG-ORY,18h 35m,6:45,am,7:20,pm
MUC,MIA,2023-08-07,"$1,265",1 stop,KLM,ATL,14h 10m,10:25,am,6:35,pm
MUC,MIA,2023-08-07,$871,2 stops,Delta,"CDG, ATL",19h 20m,7:15,am,8:35,pm
MUC,MIA,2023-08-07,"$1,357",1 stop,Delta,CDG,14h 10m,9:55,am,6:05,pm
MUC,MIA,2023-08-07,$973,2 stops,Delta,"CDG, ATL",18h 48m,9:55,am,10:43,pm
MUC,MIA,2023-08-07,$607,1 stop,TAP AIR PORTUGAL,LIS,25h 10m,7:30,pm,2:40,pm
MUC,MIA,2023-08-07,"$1,463",1 stop,Lufthansa,FRA,12h 45m,8:00,am,2:45,pm
MUC,MIA,2023-08-07,$620,2 stops,TAP AIR PORTUGAL,"OPO, LIS",23h 10m,9:30,pm,2:40,pm
MUC,MIA,2023-08-07,$968,2 stops,Delta,"AMS, ATL",19h 35m,7:00,am,8:35,pm
MUC,MIA,2023-08-07,$971,2 stops,Delta,"AMS, JFK",19h 36m,9:25,am,11:01,pm
MUC,MIA,2023-08-07,"$1,463",1 stop,Lufthansa,FRA,13h 45m,7:00,am,2:45,pm
MUC,MIA,2023-08-07,"$1,265",1 stop,KLM,ATL,16h 10m,10:25,am,8:35,pm
MUC,MIA,2023-08-07,$620,2 stops,TAP AIR PORTUGAL,"OPO, LIS",23h 10m,9:30,pm,2:40,pm
MUC,MIA,2023-08-07,$760,1 stop,"Lufthansa, French Bee",ORY,17h 50m,7:30,am,7:20,pm
MUC,MIA,2023-08-07,"$1,484",1 stop,United Airlines,EWR,13h 40m,9:30,am,5:10,pm
MUC,MIA,2023-08-07,$871,2 stops,Delta,"CDG, ATL",21h 28m,7:15,am,10:43,pm
MUC,MIA,2023-08-07,"$1,462",1 stop,SWISS,ZRH,14h 10m,9:05,am,5:15,pm
MUC,MIA,2023-08-07,$757,1 stop,"Lufthansa, French Bee",CDG-ORY,18h 35m,6:45,am,7:20,pm
MUC,MIA,2023-08-07,$973,2 stops,Delta,"CDG, ATL",20h 45m,9:55,am,12:40,am
MUC,MIA,2023-08-07,"$1,272",2 stops,KLM,"AMS, ATL",16h 35m,2:05,pm,12:40,am
MUC,MIA,2023-08-07,"$1,357",1 stop,Delta,CDG,16h 50m,7:15,am,6:05,pm
MUC,MIA,2023-08-07,$973,2 stops,Delta,"CDG, ATL",21h 28m,7:15,am,10:43,pm
MUC,MIA,2023-08-07,"$1,462",1 stop,SWISS,ZRH,15h 30m,7:45,am,5:15,pm
MUC,MIA,2023-08-07,$968,2 stops,Delta,"AMS, ATL",21h 43m,7:00,am,10:43,pm
MUC,MIA,2023-08-07,$968,2 stops,Delta,"AMS, ATL",21h 43m,7:00,am,10:43,pm
MUC,MIA,2023-08-07,"$1,269",2 stops,KLM,"AMS, ATL",17h 10m,9:25,am,8:35,pm
MUC,MIA,2023-08-07,"$1,272",2 stops,KLM,"AMS, JFK",17h 11m,11:50,am,11:01,pm
MUC,MIA,2023-08-07,"$1,361",2 stops,Delta,"AMS, ATL",16h 35m,2:05,pm,12:40,am
MUC,MIA,2023-08-07,"$1,269",2 stops,KLM,"AMS, DTW",17h 15m,7:00,am,6:15,pm
MUC,MIA,2023-08-07,"$1,269",2 stops,KLM,"AMS, ATL",17h 35m,7:00,am,6:35,pm
MUC,MIA,2023-08-07,"$1,467",1 stop,Lufthansa,EWR,16h 04m,9:30,am,7:34,pm
MUC,MIA,2023-08-07,"$1,328",2 stops,"LOT, American Airlines","WAW, JFK",17h 19m,9:55,am,9:14,pm
MUC,MIA,2023-08-07,"$1,479",1 stop,"Lufthansa, United Airlines",JFK-EWR,16h 11m,12:45,pm,10:56,pm
MUC,MIA,2023-08-07,"$1,484",1 stop,United Airlines,EWR,16h 04m,9:30,am,7:34,pm
MUC,MIA,2023-08-07,"$1,527",2 stops,Lufthansa,"DUS, FRA",14h 15m,6:30,am,2:45,pm
MUC,MIA,2023-08-07,"$1,484",1 stop,United Airlines,IAH,16h 09m,11:55,am,10:04,pm
MUC,MIA,2023-08-07,"$1,357",2 stops,Delta,"AMS, ATL",17h 10m,9:25,am,8:35,pm
MUC,MIA,2023-08-07,"$1,269",2 stops,KLM,"AMS, JFK",17h 58m,7:00,am,6:58,pm
MUC,MIA,2023-08-07,"$1,465",2 stops,Air Canada,"FRA, YUL",15h 49m,12:00,pm,9:49,pm
MUC,MIA,2023-08-07,"$1,357",2 stops,Delta,"AMS, DTW",17h 15m,7:00,am,6:15,pm
MUC,MIA,2023-08-07,"$1,376",2 stops,Delta,"AMS, CDG",17h 05m,7:00,am,6:05,pm
MUC,MIA,2023-08-07,"$1,502",2 stops,SWISS,"GVA, ZRH",15h 30m,7:45,am,5:15,pm
MUC,MIA,2023-08-07,"$1,502",2 stops,SWISS,"GVA, ZRH",15h 30m,7:45,am,5:15,pm
MUC,MIA,2023-08-07,"$1,333",2 stops,"Scandinavian Airlines, American Airlines","ARN, ORD",17h 54m,6:05,am,5:59,pm
MUC,MIA,2023-08-07,"$1,465",2 stops,"Lufthansa, Air Canada","FRA, YUL",15h 49m,12:00,pm,9:49,pm
MUC,MIA,2023-08-07,"$1,479",1 stop,"Lufthansa, United Airlines",JFK-EWR,16h 52m,12:45,pm,11:37,pm
MUC,MIA,2023-08-07,"$1,498",1 stop,"Lufthansa, ANA",IAH,16h 09m,11:55,am,10:04,pm
MUC,MIA,2023-08-07,"$1,484",1 stop,United Airlines,ORD,16h 46m,11:30,am,10:16,pm
MUC,MIA,2023-08-07,"$1,486",2 stops,United Airlines,"FRA, EWR",15h 37m,11:00,am,8:37,pm
MUC,MIA,2023-08-07,"$1,362",2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
MUC,MIA,2023-08-07,"$1,363",2 stops,Delta,"CDG, JFK",17h 43m,7:15,am,6:58,pm
MUC,MIA,2023-08-07,"$1,479",1 stop,Air Canada,YYZ,16h 36m,11:50,am,10:26,pm
